Portfolio_ID,Client_ID,Risk_Level,Portfolio_Value_USD,Client_Segment,Stress_Loss,Daily_Return,Daily_PnL,Scenario
5844,1491.0,Medium,347643.87,HNI,52146.5805,-0.005832592694302192,-2027.6650963809411,Stress Market
5501,1413.0,Low,5543.44,HNI,277.17199999999997,0.0009546129485493304,5.2918396035063,Stress Market
5149,1805.0,Medium,51541.740000000005,Retail,7731.261,-0.013111922929067633,-675.8113225100425,Stress Market
5030,1385.0,High,685674.72,HNI,171418.68,0.00851396036691344,5837.80739067447,Stress Market
5325,1191.0,Low,25001.76,HNI,1250.088,-0.002603193449594025,-65.0844178603219,Stress Market
5928,1955.0,Medium,109641.84,Retail,16446.275999999998,-0.0028003249975193214,-307.0327853260138,Stress Market
5543,1276.0,Medium,700963.2,Institutional,105144.48,-0.006520479346752763,-4570.616068433726,Stress Market
5207,1160.0,High,479729.25,HNI,119932.3125,0.03804556369017876,18251.569734916688,Stress Market
5507,1459.0,High,427212.0,HNI,106803.0,0.0007300555052413217,311.88847250515556,Stress Market
5216,1313.0,High,574390.68,Retail,143597.67,-0.020154218579117998,-11576.395314528221,Stress Market
5226,1021.0,Medium,509383.88,Retail,76407.582,0.010570538945238269,5384.462141616576,Stress Market
5866,1252.0,High,7435.08,HNI,1858.77,-0.023416872999420444,-174.10632410053094,Stress Market
5976,1747.0,High,198000.11,HNI,49500.0275,0.0051772719000951085,1025.1004057187404,Stress Market
5658,1856.0,Medium,79726.68,Institutional,11959.001999999999,-0.022816041486557307,-1819.0472384654786,Stress Market
5898,1560.0,Medium,180618.54,Retail,27092.781,-0.015238232586781166,-2752.3073220048377,Stress Market
5921,1474.0,Low,307489.0,Institutional,15374.45,0.0013843061793456176,425.65892278080463,Stress Market
5466,1058.0,Low,78113.51999999999,Retail,3905.6759999999995,0.004092332899977053,319.6665278290155,Stress Market
5039,1510.0,Low,266457.18,Retail,13322.859,0.0012568414059498526,334.89441673663293,Stress Market
5862,1681.0,Medium,94063.72,Retail,14109.557999999999,-0.0006877793886588863,-64.69508783658065,Stress Market
5635,1475.0,Medium,345788.8,HNI,51868.32,-0.0029132443470714655,-1007.3672668806255,Stress Market
5560,1699.0,High,89345.12,HNI,22336.28,-0.02857043980734855,-2552.6293730403327,Stress Market
5694,1975.0,High,86947.8,Retail,21736.95,-0.013396884167894174,-1164.8296052532291,Stress Market
5591,1782.0,Medium,99279.18,Retail,14891.876999999999,-0.00482766525151745,-479.28664748514615,Stress Market
5875,1189.0,Low,281976.64,Institutional,14098.832000000002,0.005685611131094579,1603.2095230926489,Stress Market
5553,1957.0,Medium,298723.49,Retail,44808.523499999996,0.004823419474821537,1440.8686992526566,Stress Market
5974,1686.0,Low,538722.6,Retail,26936.13,-0.00841520077681367,-4533.4588420070795,Stress Market
5174,1957.0,High,338484.46,Retail,84621.115,0.0074816793878959,2532.4322075050745,Stress Market
5416,1562.0,High,82074.51000000001,HNI,20518.627500000002,-0.006701645608326331,-550.0342794970356,Stress Market
5488,1875.0,Low,526832.1,Retail,26341.605,-0.0029846100015297936,-1572.3883547869443,Stress Market
5175,1243.0,High,548090.5499999999,HNI,137022.63749999998,0.013233525776817358,7253.170421455002,Stress Market
5588,1831.0,High,63050.0,HNI,15762.5,0.02161999044991902,1363.1403978673943,Stress Market
5673,1504.0,Low,27247.8,Retail,1362.39,0.005056400595580993,137.7757921482718,Stress Market
5051,1130.0,High,217007.07,HNI,54251.7675,-0.01578435046445277,-3425.315646144035,Stress Market
5526,1484.0,High,522060.42,Retail,130515.105,-0.005184247517024292,-2706.4904361216586,Stress Market
5186,1818.0,Medium,276943.02,HNI,41541.453,0.004675161176842768,1294.7532553015901,Stress Market
5311,1646.0,Medium,373309.92,HNI,55996.488,0.012406541525468311,4631.485024349253,Stress Market
5395,1020.0,High,119363.72,Retail,29840.93,-0.008583484756905799,-1024.556671147572,Stress Market
5504,1840.0,Low,638256.98,Retail,31912.849000000002,-0.0005282948833190855,-337.1878967766919,Stress Market
5979,1166.0,High,116991.8,Retail,29247.95,-0.021126699480120564,-2471.650600238369,Stress Market
5876,1273.0,Medium,184287.6,Retail,27643.14,-0.01365447948896805,-2516.3512542711487,Stress Market
5367,1387.0,High,19174.98,Institutional,4793.745,0.01725051644788396,330.778307877846,Stress Market
5959,1600.0,High,4307.32,HNI,1076.83,0.028124800571416458,121.14251599727353,Stress Market
5366,1315.0,High,119291.48,Retail,29822.87,-0.00044020243160667694,-52.51239956595927,Stress Market
5940,1013.0,Medium,495733.4,Retail,74360.01,0.012742394774704291,6316.8306858063925,Stress Market
5735,1776.0,High,212701.44,Institutional,53175.36,0.008232720500952683,1751.111505670157,Stress Market
5650,1345.0,Low,111879.36,Retail,5593.968000000001,-0.0028255987730256213,-316.12618234289175,Stress Market
5053,1564.0,High,371796.84,HNI,92949.21,0.00822791211016828,3059.1117223582983,Stress Market
5086,1897.0,High,861512.12,Retail,215378.03,0.031760731329319385,27362.254980272362,Stress Market
5802,1339.0,High,266750.55,Retail,66687.6375,0.00028347921780096937,75.61823726197836,Stress Market
5801,1091.0,High,432184.0775909402,HNI,108046.01939773504,0.03229287311628012,13956.465580520791,Stress Market
5178,1366.0,Low,102488.9,HNI,5124.445,-0.012698725520448722,-1301.478409992717,Stress Market
5736,1955.0,High,88358.0,Retail,22089.5,0.017438050087504476,1540.7912296317204,Stress Market
5632,1454.0,High,410100.75,Retail,102525.1875,0.0027409413647634267,1124.0621093955049,Stress Market
5668,1427.0,High,242305.14,HNI,60576.285,-0.0049801470093173575,-1206.7152183132237,Stress Market
5987,1508.0,Medium,172821.28,HNI,25923.192,0.0018011293184260276,311.27347425591364,Stress Market
5292,1942.0,Low,409686.35,HNI,20484.3175,-0.009537844573004464,-3907.524729981507,Stress Market
5105,1034.0,High,667337.2999999999,HNI,166834.32499999998,-0.003393437756750239,-2264.567590307761,Stress Market
5355,1205.0,High,312109.46,HNI,78027.365,0.008142251430234929,2541.2736970748515,Stress Market
5235,1080.0,High,676278.24,HNI,169069.56,0.030557880894830323,20665.629909685475,Stress Market
5511,1931.0,High,658048.75,Retail,164512.1875,-0.009365404365472948,-6162.892635944017,Stress Market
5944,1561.0,Medium,379824.64,Retail,56973.696,-0.009001923234718252,-3419.152251934496,Stress Market
5490,1001.0,Low,49213.68,Institutional,2460.684,-0.0021087852179226827,-103.78108090357718,Stress Market
5555,1389.0,High,19178.38,Retail,4794.595,0.019308042354041485,370.29697332190216,Stress Market
5986,1565.0,Low,56050.5,HNI,2802.525,0.0020437555482984223,114.55352035990072,Stress Market
5943,1105.0,Low,26213.85,Retail,1310.6925,-0.002248801018835194,-58.949732587592955,Stress Market
5164,1771.0,Medium,0.0,Retail,0.0,0.006859209197360273,0.0,Stress Market
5099,1821.0,High,145211.94,Institutional,36302.985,0.0029415509869608076,427.14832542549357,Stress Market
5827,1476.0,Low,55892.43,HNI,2794.6215,0.005243224952664446,293.05658364105085,Stress Market
5832,1702.0,High,359510.80000000005,HNI,89877.70000000001,-0.013041061877547049,-4688.402588446442,Stress Market
5521,1401.0,High,509757.51000000007,Retail,127439.37750000002,-0.005553242931955364,-2830.807289418666,Stress Market
5768,1729.0,Low,37719.18,Retail,1885.959,-0.0015605407656607883,-58.862318037297094,Stress Market
5487,1555.0,High,332625.8,Institutional,83156.45,-0.02827029896264237,-9403.430808688088,Stress Market
5881,1161.0,Medium,164265.19999999998,Institutional,24639.779999999995,0.004253443324774913,698.6927184328159,Stress Market
5084,1957.0,High,30919.2,Retail,7729.8,0.006221105443597786,192.3516034316887,Stress Market
5821,1995.0,Low,45906.39,Retail,2295.3195,0.00042556728321230453,19.536257674384505,Stress Market
5468,1269.0,Low,11382.66,HNI,569.133,-0.0007729356668757371,-8.798063897919778,Stress Market
5283,1862.0,Medium,182696.4,Retail,27404.46,-0.01628444890460497,-2975.1101908552714,Stress Market
5682,1815.0,High,233895.74,HNI,58473.935,-0.007412906455307181,-1733.84724091485,Stress Market
5576,1270.0,Low,52258.8,HNI,2612.9400000000005,-0.0013135725826338475,-68.64572688134571,Stress Market
5774,1455.0,High,106407.48,Institutional,26601.87,-0.015045545384432379,-1600.9585695830806,Stress Market
5748,1461.0,Medium,41220.75,Institutional,6183.1125,-0.0012354285399921096,-50.925290989879755,Stress Market
5009,1726.0,Medium,211938.48,HNI,31790.772,0.005548610281774461,1175.964029231651,Stress Market
5145,1251.0,Medium,62499.42,Institutional,9374.912999999999,0.023334230814526364,1458.3758920540254,Stress Market
5505,1701.0,High,48818.7,Institutional,12204.675,0.004491556256636779,219.27193742587392,Stress Market
5251,1295.0,High,46013.82,HNI,11503.455,0.006151007814455279,283.0313663929386,Stress Market
5396,1724.0,Low,437698.78,Retail,21884.939000000002,2.7770421169164496e-05,12.155079465829473,Stress Market
5874,1719.0,Medium,501663.84,Retail,75249.576,-0.0223252545835885,-11199.772943380609,Stress Market
5538,1748.0,High,45980.64,HNI,11495.16,0.00046972249101566243,21.59814075929441,Stress Market
5150,1337.0,High,330189.34,Retail,82547.335,0.002204604198820529,727.9368053697792,Stress Market
5796,1878.0,Low,278068.14,Retail,13903.407000000001,0.01271621056242643,3535.9730189422717,Stress Market
5653,1052.0,Medium,54022.36,Retail,8103.353999999999,-0.0016083315773734704,-86.88586747223748,Stress Market
5725,1921.0,Medium,82338.12,HNI,12350.717999999999,0.004318568108003349,355.58277910495275,Stress Market
5267,1216.0,High,51327.64,Retail,12831.91,0.0003057646058951338,15.694175616127305,Stress Market
5561,1187.0,High,50228.88,HNI,12557.22,-0.02237356075239064,-1123.798898204539,Stress Market
5022,1379.0,High,47177.02,Retail,11794.255,0.02385645629030041,1125.476515536628,Stress Market
5559,1492.0,High,134145.36,Retail,33536.34,0.016038660653735482,2151.5119073131814,Stress Market
5763,1040.0,Medium,63231.37,HNI,9484.7055,0.010192383364516564,644.4783637035918,Stress Market
5420,1156.0,High,64928.25,Retail,16232.0625,-0.01718774909589478,-1115.9704702355302,Stress Market
5479,1014.0,High,22536.72,Institutional,5634.18,0.029055886218721984,654.8243720631962,Stress Market
5255,1856.0,High,700306.0,Institutional,175076.5,-0.027037021255845617,-18934.18820759622,Stress Market
5914,1838.0,Low,42179.55,HNI,2108.9775000000004,0.0033342854690013514,140.63866065401595,Stress Market
5622,1520.0,Medium,111996.2,Institutional,16799.43,0.026985467509719745,3022.2698163120745,Stress Market
5152,1343.0,Low,57932.8,Institutional,2896.6400000000003,-0.004552681625653442,-263.74959408265573,Stress Market
5299,1128.0,High,522706.73,Retail,130676.6825,-0.010325954592055438,-5397.445958941782,Stress Market
5836,1647.0,High,135116.03999999998,Retail,33779.009999999995,0.0029930273017528247,404.40599662472664,Stress Market
5715,1471.0,High,304768.10000000003,Retail,76192.02500000001,-0.009069513082323984,-2764.0982700250247,Stress Market
5620,1062.0,Low,0.0,HNI,0.0,-0.007353317155330664,-0.0,Stress Market
5544,1138.0,High,223718.0,Retail,55929.5,0.0023712594961205467,530.4934319530964,Stress Market
5010,1498.0,Medium,107352.96,Institutional,16102.944,-0.012047644564713259,-1293.35030504988,Stress Market
5828,1592.0,Medium,3859.2,Retail,578.88,0.006383109167622179,24.633694899687512,Stress Market
5036,1674.0,High,785294.4,Retail,196323.6,-0.01738848468467607,-13655.079647361883,Stress Market
5525,1418.0,Low,524259.44,HNI,26212.972,0.0081496720250877,4272.542492056144,Stress Market
5593,-1.0,Low,527432.45,,26371.622499999998,-0.0035162664616811856,-1854.5930347373387,Stress Market
5855,1378.0,High,626492.88,Retail,156623.22,-0.005441230324113512,-3408.8920564972077,Stress Market
5628,1772.0,High,509847.95,HNI,127461.9875,0.017270344347393395,8805.249661312611,Stress Market
5324,1230.0,High,163509.72,Retail,40877.43,-0.023617286328679106,-3861.6558747621484,Stress Market
5739,1040.0,High,202236.3,HNI,50559.075,0.005549198692082588,1122.2494114516219,Stress Market
5279,1027.0,Medium,250164.88,Retail,37524.731999999996,0.01638571305138914,4099.129939215198,Stress Market
5962,1134.0,Medium,292824.95,HNI,43923.7425,-0.018589798814734732,-5443.556908434757,Stress Market
5183,1200.0,High,7833.259999999999,HNI,1958.3149999999998,0.004692677170646084,36.75896037373514,Stress Market
5130,1839.0,High,101111.01,Retail,25277.7525,0.00619765588496847,626.6512461616057,Stress Market
5401,1779.0,High,55894.32,Institutional,13973.58,0.0166364574355462,929.8834755687986,Stress Market
5636,1929.0,High,487553.69,HNI,121888.4225,-0.023739014217561638,-11574.04397873464,Stress Market
5786,1502.0,High,125021.96,HNI,31255.49,-0.02540913226168553,-3176.699517255158,Stress Market
5641,1406.0,High,115168.59,HNI,28792.1475,0.011438831312337952,1317.3940734898115,Stress Market
5187,1573.0,High,171834.30000000002,Institutional,42958.575000000004,0.006939693464663721,1192.4773687150653,Stress Market
5333,1727.0,Low,565367.04,HNI,28268.352000000003,0.0016524642517293832,934.2488227060563,Stress Market
5093,1804.0,High,221308.43,Retail,55327.1075,0.007928964189939517,1754.7466164017364,Stress Market
5389,1098.0,Medium,3938.0,Retail,590.6999999999999,-0.00746029665894189,-29.37864824291316,Stress Market
5599,1683.0,Low,15754.55,Retail,787.7275,0.0015612684858050177,24.597082423039442,Stress Market
5536,1725.0,Medium,100365.6,Retail,15054.84,0.004216869679584175,423.2286555132735,Stress Market
5213,1546.0,High,316582.86,Institutional,79145.715,-0.013287028360527357,-4206.445439276862,Stress Market
5302,1960.0,High,74104.40000000001,HNI,18526.100000000002,0.038315490222895134,2839.3464136735106,Stress Market
5745,1738.0,High,210837.6,HNI,52709.4,0.010476658418235751,2208.873516920622,Stress Market
5569,1612.0,Low,2728.74,HNI,136.43699999999998,-0.005556517486013243,-15.162291524783775,Stress Market
5069,1942.0,High,27936.480000000003,HNI,6984.120000000001,0.014131072172676595,394.7724151305363,Stress Market
5317,1461.0,High,479927.58,Institutional,119981.895,-0.01849363340454643,-8875.604725251129,Stress Market
5019,1768.0,High,35609.28,Retail,8902.32,0.016741692074849043,596.1596007670805,Stress Market
5273,1004.0,High,63685.83,HNI,15921.4575,0.024171911580148083,1539.4082516683422,Stress Market
5492,1217.0,Medium,275587.0,Retail,41338.049999999996,-0.009148187820220526,-2521.121636811114,Stress Market
5448,1766.0,Low,63352.14,Retail,3167.607,0.005216880646221609,330.50055306272185,Stress Market
5550,1870.0,High,12253.92,HNI,3063.48,0.009255618538729967,113.41760912411392,Stress Market
5290,1392.0,High,496684.0500000001,Retail,124171.01250000003,0.0174412031998898,8662.767442194228,Stress Market
5247,1206.0,Medium,119774.02,HNI,17966.103,0.023461515791847368,2810.0800616830425,Stress Market
5408,1014.0,High,529554.76,Institutional,132388.69,-0.00390776232005741,-2069.374137535045,Stress Market
5814,1857.0,High,366267.78,HNI,91566.945,-0.014074723287149793,-5155.117652498658,Stress Market
5642,1553.0,High,21611.1,HNI,5402.775,-0.016790288592510465,-362.8566058016029,Stress Market
5249,1891.0,High,77821.38,HNI,19455.345,-0.015316205699308767,-1191.9282638840734,Stress Market
5342,1460.0,High,508190.76,Institutional,127047.69,-0.0005420341882820824,-275.45676608905455,Stress Market
5242,1574.0,Low,568023.3099999999,HNI,28401.1655,0.0021057598740832177,1196.1206937419324,Stress Market
5189,1742.0,High,65750.75,Retail,16437.6875,0.006533815986600381,429.603301480965,Stress Market
5829,1095.0,High,184099.0,Retail,46024.75,0.017543664980720478,3229.7711792856594,Stress Market
5931,1899.0,Low,166986.52,Retail,8349.326,0.0004650094593895351,77.65031139053978,Stress Market
5868,1733.0,Low,160897.65,Retail,8044.8825,0.007667670385786585,1233.710146047655,Stress Market
5518,1406.0,Low,448270.85,HNI,22413.5425,-0.0009232841661897804,-413.8813779694341,Stress Market
5106,1230.0,High,12262.83,Retail,3065.7075,0.05540338333179238,679.4022712226035,Stress Market
5407,1748.0,Medium,313404.8,HNI,47010.719999999994,0.008208008173180075,2572.429159913867,Stress Market
5471,1654.0,Low,498775.0,HNI,24938.75,-0.003885787782081413,-1938.1338010076568,Stress Market
5481,1170.0,Low,812966.22,Retail,40648.311,-0.0049544624903055615,-4027.810642875499,Stress Market
5843,1540.0,High,175479.09,Institutional,43869.7725,0.010649448304863706,1868.7554975395258,Stress Market
5535,1035.0,High,71947.26,HNI,17986.815,-0.003469255706517017,-249.6034423232635,Stress Market
5104,1159.0,High,24626.56,HNI,6156.64,0.015280009881841838,376.2940801557709,Stress Market
5742,1838.0,Low,215384.3,HNI,10769.215,0.0027661881228677244,595.7934925121788,Stress Market
5153,1698.0,High,767020.43,HNI,191755.1075,-0.0004565782531374555,-350.20484805014,Stress Market
5319,1242.0,High,235478.46,HNI,58869.615,-0.0159358743613681,-3752.555153368444,Stress Market
5839,1085.0,High,562014.7,Institutional,140503.675,-0.029296944493717295,-16465.313470553177,Stress Market
5171,1577.0,High,530324.1000000001,HNI,132581.02500000002,-0.007930299041340422,-4205.6287018297235,Stress Market
5032,1681.0,High,366361.52,Retail,91590.38,0.018127975886469447,6641.392800290295,Stress Market
5882,1556.0,Medium,88167.2,HNI,13225.08,0.0032691249295624474,288.2295914897182,Stress Market
5129,1573.0,High,1257.95,Institutional,314.4875,-0.02391477557423976,-30.083591933614905,Stress Market
5166,1952.0,Low,351453.68,Retail,17572.684,0.00126590462925591,444.9068404810252,Stress Market
5909,1645.0,High,203207.55,Institutional,50801.8875,0.008706347594576737,1769.1955641423317,Stress Market
5375,1795.0,Low,36996.25,HNI,1849.8125,-0.004019287181005665,-148.69855337028085,Stress Market
5625,1619.0,Medium,256454.8,Institutional,38468.219999999994,0.002544701271346335,652.6008556028701,Stress Market
5049,1339.0,High,935972.1,Retail,233993.025,0.002164174368919998,2025.6068288442252,Stress Market
5613,1797.0,High,460027.22,Retail,115006.805,-0.02185940595661246,-10055.92175307187,Stress Market
5284,1330.0,Medium,153098.0,HNI,22964.7,0.0049934483241794,764.4869515352177,Stress Market
5085,1639.0,High,44920.83,Retail,11230.2075,0.012215690527364688,548.7389575123595,Stress Market
5689,1189.0,High,5973.96,Institutional,1493.49,0.02266102486350554,135.37605609358755,Stress Market
5035,1224.0,High,344604.32,HNI,86151.08,0.02207604104069806,7607.499111121848,Stress Market
5606,1376.0,Low,190021.0,HNI,9501.050000000001,-0.0064883468397854555,-1232.922154842872,Stress Market
5849,1282.0,High,142328.34,HNI,35582.085,-0.017756500798302457,-2527.2532828310636,Stress Market
5670,1957.0,Medium,600467.22,Retail,90070.083,0.006880423206503917,4131.468595232893,Stress Market
5586,1632.0,Medium,94429.11,HNI,14164.3665,0.006865431410946506,648.2965779017228,Stress Market
5260,1627.0,Low,408310.0,HNI,20415.5,0.002975238431530239,1214.819603978112,Stress Market
5454,1972.0,High,139223.9,Retail,34805.975,0.07805462981309441,10867.069975635275,Stress Market
5659,1258.0,Medium,126433.19,Institutional,18964.9785,0.007550686128318004,954.6573338919945,Stress Market
5953,1358.0,Low,79669.98,Retail,3983.499,0.006077828200902994,484.22045120937753,Stress Market
5517,1709.0,High,20298.62,HNI,5074.655,0.020080035269864047,407.59700552956775,Stress Market
5459,1455.0,High,179904.93,Institutional,44976.2325,0.01402782502611596,2523.67487937564,Stress Market
5485,1410.0,High,155886.15,Retail,38971.5375,-0.0053053848928069115,-827.0360252078322,Stress Market
5826,1648.0,High,311371.68,HNI,77842.92,0.016179384409865345,5037.802105065581,Stress Market
5370,1317.0,High,314759.34,Institutional,78689.835,-0.014456504290751437,-4550.319749264091,Stress Market
5334,1676.0,High,94316.4,Institutional,23579.1,-0.0037363721348001775,-352.4011688146674,Stress Market
5293,1224.0,High,474011.86,HNI,118502.965,-0.00870727095658207,-4127.349701653447,Stress Market
5254,1818.0,Medium,131105.27,HNI,19665.7905,0.0016824896726358707,220.58326280313742,Stress Market
5381,1233.0,Medium,127906.02,HNI,19185.903,0.028475902800082106,3642.239393065358,Stress Market
5716,1683.0,High,84580.73,Retail,21145.1825,-0.036345303851834966,-3074.112331860013,Stress Market
5823,1663.0,High,419960.17,Institutional,104990.0425,0.014725203807490272,6183.9990942782615,Stress Market
5781,1974.0,Medium,424203.39,HNI,63630.508499999996,-0.018652590454275822,-7912.492102985444,Stress Market
5244,1826.0,Medium,242092.48,Retail,36313.872,-0.004963182389473203,-1201.5491333598936,Stress Market
5746,1671.0,Medium,386163.5,Retail,57924.525,0.013767407163608397,5316.470136224091,Stress Market
5133,1471.0,High,435250.8000000001,Retail,108812.70000000003,0.0022856003819092556,994.8093947063093,Stress Market
5546,1112.0,High,41386.24,Retail,10346.56,-0.020554895558586122,-850.6898407625793,Stress Market
5097,1829.0,High,16017.0,Retail,4004.25,-0.013306074185199366,-213.12339022433824,Stress Market
5679,1496.0,High,348365.76,HNI,87091.44,0.014591954978693518,5083.337486038351,Stress Market
5443,1441.0,High,188337.11,Retail,47084.2775,-0.013607332634342734,-2562.7657031607973,Stress Market
5611,1563.0,Low,308589.78,Institutional,15429.489000000001,0.0014822929479098744,457.4204546910596,Stress Market
5633,1267.0,High,565639.2,Retail,141409.8,0.0019114367980762755,1081.183581314426,Stress Market
5954,1806.0,Medium,293889.06,Retail,44083.359,-0.007119204171269803,-2092.2562218425614,Stress Market
5322,1385.0,High,397103.04,HNI,99275.76,0.043878881786506514,17424.437349222368,Stress Market
5392,1112.0,High,161611.19999999998,Retail,40402.799999999996,0.013678380446360225,2210.5794779928115,Stress Market
5163,1624.0,Medium,612900.22,Institutional,91935.033,-0.023601711039891286,-14465.493888725798,Stress Market
5995,1951.0,Medium,9734.14,Retail,1460.1209999999999,0.002937451777233132,28.593566842836115,Stress Market
5803,1080.0,High,10944.0,HNI,2736.0,-0.01223572929536776,-133.90782140850476,Stress Market
5014,1698.0,Low,36696.6,HNI,1834.83,0.00466216667398112,171.08566556841555,Stress Market
5646,1112.0,Medium,258652.16000000003,Retail,38797.824,-0.008810248861192409,-2278.789898084957,Stress Market
5850,1001.0,High,283884.88,Institutional,70971.22,-0.0012947288293379802,-367.553938349153,Stress Market
5376,1641.0,High,90385.68,Retail,22596.42,0.011099745579609143,1003.2580520399664,Stress Market
5993,1219.0,High,113111.04,HNI,28277.76,0.01831510388340243,2071.6404479596877,Stress Market
5202,1565.0,High,476434.88,HNI,119108.72,-0.023005928141115524,-10960.826613200998,Stress Market
5082,1996.0,Low,1931.93,HNI,96.5965,-0.0012725061792047418,-2.4583928627910168,Stress Market
5409,1224.0,High,507714.48,HNI,126928.62,-0.008498906223219124,-4315.017753690461,Stress Market
5404,1402.0,High,143789.36,HNI,35947.34,-0.012066584651474237,-1735.0464844213034,Stress Market
5864,1637.0,Low,376234.74,Retail,18811.737,0.009227271201405485,3471.61998137028,Stress Market
5788,1129.0,High,3837.82,HNI,959.455,0.00909963421921911,34.922758199203486,Stress Market
5793,1683.0,High,185346.63,Retail,46336.6575,-0.024217679086700906,-4488.665205141491,Stress Market
5973,1729.0,Medium,319471.32,Retail,47920.698,0.011714343364657313,3742.3967376403134,Stress Market
5119,1671.0,High,104386.8,Retail,26096.7,0.04344312394025267,4534.888690126368,Stress Market
5362,1709.0,Low,85371.62,HNI,4268.581,0.005562326302755734,474.86480743486743,Stress Market
5447,1415.0,Medium,27022.08,Institutional,4053.312,-0.01753243959144816,-473.7629852352796,Stress Market
5177,1835.0,High,19456.2,HNI,4864.05,-0.008684681457325028,-168.97089937000723,Stress Market
5645,1438.0,Low,279668.4,HNI,13983.420000000002,0.006734555745933114,1883.4424301759204,Stress Market
5527,1183.0,High,251306.88,Retail,62826.72,-0.013153389312375615,-3305.537229518461,Stress Market
5956,1400.0,Low,195721.86,Retail,9786.092999999999,0.0026190971407311424,512.6145639045809,Stress Market
5160,1766.0,High,18374.4,Retail,4593.6,0.016492681068586736,303.0431190266401,Stress Market
5937,1293.0,High,5035.14,Retail,1258.785,-0.017538609431561658,-88.30935389323338,Stress Market
5439,1279.0,Low,30949.68,HNI,1547.4840000000002,0.00010237321969099961,3.1684183900061367,Stress Market
5897,1836.0,Medium,118405.21,Institutional,17760.7815,-0.03819520808082887,-4522.51163380424,Stress Market
5298,1883.0,Medium,31707.06,Retail,4756.059,-0.011592651696011478,-367.5689028845377,Stress Market
5214,1197.0,High,514553.32,Institutional,128638.33,-0.004051363027863206,-2084.642296512265,Stress Market
5887,1981.0,High,617885.92,Retail,154471.48,-0.02395566363929699,-14801.86726697757,Stress Market
5345,1906.0,High,304966.2,Retail,76241.55,0.03364822607863271,10261.57164394152,Stress Market
5211,1510.0,Medium,323708.13,Retail,48556.2195,-0.016461696535527592,-5328.785002143116,Stress Market
5980,1751.0,High,354943.75,Retail,88735.9375,-0.007800889733939676,-2768.8770555010506,Stress Market
5891,1143.0,High,468652.14,HNI,117163.035,0.003614811545721827,1694.0891665992422,Stress Market
5575,1608.0,Medium,180225.0,Retail,27033.75,0.017995279468793385,3243.199242263288,Stress Market
5472,1348.0,Medium,39407.7,Retail,5911.155,-0.016530345814153274,-651.4229087404079,Stress Market
5582,1770.0,High,139346.52000000002,Retail,34836.630000000005,0.02426327504309919,3381.0029410587226,Stress Market
5539,1659.0,High,605064.96,HNI,151266.24,0.001204661220391741,728.8982931298799,Stress Market
5699,1763.0,Low,392715.1,Retail,19635.755,-0.004507543255239755,-1770.1803002358058,Stress Market
